"id_municipio";"vl_ideb";"vl_proj"
2613909;4.9;4.6
2614006;4.9;4.3
2614105;4.7;4.6
2614204;3.9;4.2
2614303;5.0;4.7
2614402;5.6;4.7
2614501;4.7;4.7
2614600;5.1;4.2
2614709;4.5;4.4
2614808;4.7;4.8
2614857;4.1;4.2
2615003;4.8;4.6
2615102;4.7;4.3
2615201;5.2;4.2
2615300;5.3;4.2
2615409;3.5;4.6
2615508;5.2;4.2
2615607;5.0;4.5
2615706;5.3;5.0
2615805;4.8;4.2
2615904;5.5;4.6
2616001;5.0;4.5
2616100;3.9;4.4
2616183;4.8;4.5
2616209;;4.4
2616308;4.6;4.3
2616407;3.7;4.2
2616506;4.1;4.2
2700102;4.1;4.3
2700201;4.2;4.0
2700300;4.7;4.3
2700409;4.4;4.4
2700508;3.6;3.8
2700607;4.1;4.4
2700706;4.7;4.5
2700805;5.1;4.0
2700904;4.2;4.6
2701001;4.3;4.1
2701100;4.9;4.1
2701209;4.6;4.4
2701308;4.1;4.1
2701357;4.8;4.6
2701407;5.7;4.3
2701506;4.2;4.2
2701605;4.7;4.5
2701704;4.0;4.3
2701803;4.8;4.1
2701902;4.7;4.5
2702009;5.6;4.3
2702108;4.7;4.0
2702207;4.4;4.2
2702306;7.2;4.5
2702355;4.6;4.0
2702405;4.3;4.3
2702504;4.5;4.3
2702553;3.8;4.5
2702603;4.0;3.7
2702702;5.2;3.7
2702801;3.9;4.1
2702900;5.3;3.9
2703007;4.1;4.2
2703106;4.4;4.4
2703205;4.1;4.4
2703304;4.4;4.4
2703403;4.5;4.7
2703502;4.4;4.1
2703601;3.6;3.9
2703700;4.5;4.5
2703759;7.2;4.3
2703809;3.9;4.1
2703908;4.1;3.8
2704005;6.3;4.5
2704104;4.2;4.2
2704203;5.5;4.7
2704302;4.2;4.3
2704401;;4.4
2704500;3.5;4.1
2704609;4.8;4.1
2704708;4.8;4.3
2704807;4.4;4.2
2704906;4.2;4.8
2705002;4.3;4.3
2705101;4.3;4.5
2705200;4.5;4.8
2705309;4.9;4.2
2705408;4.4;4.3
2705507;4.3;4.5
2705606;4.1;4.1
2705705;4.0;4.3
2705804;3.1;4.3
2705903;5.0;4.2
2706000;4.2;4.4
2706109;4.8;4.3
2706208;5.0;4.5
2706307;4.4;4.5
2706406;4.3;4.3
2706422;4.6;4.0
2706448;3.8;4.3
2706505;3.7;3.9
2706604;4.1;3.8
2706703;4.9;4.2
2706802;3.8;4.2
2706901;4.1;4.1
2707008;4.8;5.0
2707107;4.9;4.8
2707206;4.0;4.3
2707305;3.8;4.2
2707404;3.4;3.8
2707503;3.5;5.1
2707602;;4.6
2707701;4.2;4.3
2707800;4.1;4.4
2707909;4.0;4.2
2708006;4.3;4.1
2708105;5.5;4.9
2708204;3.7;4.5
2708303;4.6;4.6
2708402;4.6;3.9
2708501;4.1;4.1
2708600;5.1;4.3
2708709;4.9;3.8
2708808;4.0;4.0
2708907;4.8;4.1
2708956;4.4;4.3
2709004;4.4;4.2
2709103;4.6;3.9
2709152;6.7;4.2
2709202;4.3;4.4
2709301;4.8;4.3
2709400;4.9;4.4
2800100;4.3;5.0
2800209;3.2;3.9
2800308;3.7;4.6
2800407;3.3;4.4
2800506;3.3;4.2
2800605;3.2;4.4
2800670;3.2;4.5
2800704;4.0;4.3
2801009;3.8;4.7
2801108;4.0;5.0
2801207;3.8;4.6
2801306;3.6;4.0
2801405;2.8;4.3
2801504;3.5;4.3
2801603;5.4;4.3
2801702;4.0;4.5
2801900;3.3;4.6
2802007;3.6;4.5
2802106;3.8;4.4
2802205;2.6;4.3
2802304;3.0;4.3
2802403;3.6;4.0
2802502;3.8;4.8
2802601;3.8;4.7
2802700;;4.3
2802809;3.5;4.4
2802908;3.4;4.5
2803005;4.7;4.4
2803104;3.7;4.9
2803203;3.8;4.6
2803302;4.0;4.4
2803401;3.4;4.7
2803500;4.1;4.8
2803609;2.8;4.6
2803708;3.8;4.3
2803807;4.1;4.4
2803906;3.7;4.4
2804003;3.1;4.2
2804102;4.6;4.5
2804201;4.1;4.8
2804300;3.6;4.2
2804409;4.0;4.6
2804458;4.0;4.6
2804508;3.0;4.5
2804607;3.5;4.2
2804706;4.3;4.9
2804805;3.4;4.5
2804904;3.1;4.1
2805000;1.9;4.9
2805109;3.7;4.5
2805208;2.6;4.7
2805307;3.0;4.8
2805406;2.8;4.0
2805505;4.2;4.5
2805604;3.4;4.4
2805703;3.5;4.1
2805802;3.4;4.4
2805901;3.5;4.4
2916609;;4.1
2806008;3.6;4.4
2806107;2.7;4.3
2806206;3.8;4.7
2806305;2.9;4.4
2806404;3.4;4.1
2806503;2.8;4.5
2806602;3.6;4.4
2806701;3.5;4.7
2806800;4.0;4.7
2806909;3.7;4.8
2807006;3.0;4.5
2807105;4.2;4.8
2807204;3.6;4.5
2807303;3.9;4.2
2807402;3.7;4.5
2807501;3.7;4.0
2807600;3.6;4.4
2900108;4.7;5.4
2900207;4.9;4.4
2900306;3.0;4.5
2900355;4.7;4.8
2900405;3.3;4.1
2900504;3.7;4.8
2900603;3.3;3.8
2900702;3.7;4.4
2900801;3.3;4.5
2900900;3.9;4.5
2901007;3.7;4.4
2901106;3.4;4.4
2901155;4.4;4.2
2901205;4.4;4.5
2901304;4.3;4.3
2901353;2.6;4.3
2901403;3.7;4.2
2901502;3.2;4.2
2901601;3.9;4.2
2901700;2.3;4.1
2901809;4.1;5.0
2901908;3.4;4.5
2901957;3.4;4.0
2902005;4.2;4.6
2902054;4.4;4.4
2902104;3.8;3.8
2902203;4.5;4.3
2902252;3.0;4.0
2902302;3.4;4.2
2902401;3.3;4.2
2902500;3.8;5.3
2902609;3.5;4.2
2902658;3.5;4.2
2902708;3.5;4.4
2902807;4.3;4.9
2902906;3.8;4.7
2903003;4.7;4.7
2903102;3.5;4.0
2903201;4.3;4.7
2903235;4.2;4.9
2903276;4.0;4.4
2903300;4.2;4.6
2903409;3.2;4.7
2903508;3.7;4.6
2903607;3.0;3.9
2903706;3.8;5.3
2903805;4.1;4.0
2903904;4.1;4.8
2903953;3.7;4.3
2904001;4.4;4.6
2904050;4.0;5.1
2904100;4.6;4.4
2904209;4.8;4.7
2904308;4.0;5.0
2904407;3.7;4.5
2904506;4.3;4.3
2904605;5.1;4.6
2904704;2.9;4.7
2904753;3.7;4.4
2904803;4.1;4.3
2904852;3.3;3.9
2904902;3.1;3.9
2905008;5.2;5.0
2905107;3.2;4.1
2905156;3.6;4.7
2905206;4.3;4.7
2905305;4.2;4.1
2905404;;3.9
2905503;;3.8
2905602;3.6;4.4
2905701;4.2;4.3
2905800;3.7;4.1
2905909;3.5;4.5
2906006;3.2;4.2
2906105;3.7;4.3
2906204;4.3;4.2
2906303;3.3;4.3
2906402;2.9;4.0
2906501;3.6;4.2
2906600;4.2;4.6
2906709;3.2;4.1
2906808;2.7;4.0
2906824;3.7;4.0
2906857;3.4;4.8
2906873;4.0;4.3
2906899;2.9;4.3
2906907;;4.3
2907004;3.7;4.4
2907103;4.1;4.3
2907202;3.4;4.1
2907301;4.3;4.2
2907400;4.1;4.4
2907509;3.9;4.4
2907558;4.6;4.1
2907608;3.8;4.5
2907707;4.3;4.5
2907806;;4.4
2907905;3.7;4.5
2908002;3.4;4.4
2908101;4.0;5.4
2908200;3.4;4.3
2908309;3.8;4.4
2908408;3.5;4.2
2908507;3.4;4.6
2908606;3.9;5.0
2908705;5.1;5.1
2908804;3.8;4.4
2908903;3.3;4.6
2909000;5.0;4.5
2909109;4.9;5.2
2909208;3.3;3.7
2909307;3.7;4.7
2909406;3.5;4.0
2909505;4.5;4.0
2909604;3.9;4.2
2909703;4.3;4.5
2909802;4.0;4.3
2909901;3.6;4.3
2910008;4.3;4.4
2910057;3.8;4.4
2910107;4.5;4.3
2910206;4.0;4.2
2910305;4.4;4.5
2910404;4.7;5.2
2910503;3.2;4.5
2910602;3.0;4.4
2910701;3.5;4.0
2910727;3.6;4.5
2910750;3.8;4.3
2910776;5.2;4.1
2910800;3.6;4.5
2910859;3.7;4.2
2910909;4.9;3.7
2911006;4.4;4.3
2911105;3.8;4.2
2911204;4.1;4.6
2911253;3.8;4.9
2911303;4.4;4.3
2911402;4.0;4.9
2911501;4.5;4.7
2911600;3.4;4.1
2911659;4.2;4.6
2911709;4.2;4.5
2911808;3.5;4.5
2911857;3.4;4.3
2911907;3.9;4.0
2912004;4.7;5.1
2912103;3.4;4.2
2912202;4.0;4.8
2912301;4.0;4.3
2912400;4.0;4.2
2912509;4.3;4.9
2912608;3.2;3.7
2912707;3.4;4.4
2912806;4.0;4.7
2912905;3.1;4.1
2913002;5.2;5.4
2913101;4.0;4.5
2913200;3.4;4.6
2913309;4.0;4.5
2913408;3.8;4.4
2913457;3.0;4.1
2913507;2.9;4.3
2913606;3.8;4.6
2913705;3.2;4.2
2913804;2.5;4.0
2913903;3.8;4.1
2914000;3.3;4.2
2914109;4.5;4.3
2914208;4.3;4.1
2914307;;4.0
2914406;4.7;4.7
2914505;3.2;4.5
2914604;4.9;4.8
2914653;3.5;4.4
2914703;3.7;4.3
2914802;3.6;4.7
2914901;3.5;4.5
2915007;4.1;5.1
2915106;3.0;4.1
2915205;4.7;4.2
2915304;3.1;4.0
2915353;;4.8
2915403;3.3;4.4
2915502;3.4;4.4
2915601;4.4;4.4
2915700;;3.4
2915809;3.1;4.3
2915908;3.3;4.0
2916005;4.5;4.5
2916104;4.1;4.3
2916203;3.6;3.9
2916302;;4.1
2916401;3.4;4.4
2916500;3.3;4.2
2916708;3.4;3.9
2916807;2.8;4.0
2916856;4.8;3.9
2916906;3.2;4.0
2917003;3.5;4.7
2917102;3.7;4.1
2917201;3.9;4.8
2917300;3.9;4.0
2917334;4.3;4.6
2917359;4.7;4.6
2917409;6.3;5.8
2917508;3.7;4.3
2917607;3.7;4.1
2917706;3.7;4.2
2917805;3.8;4.4
2917904;3.4;4.5
2918001;3.3;4.1
2918100;3.1;4.2
2918209;3.8;4.6
2918308;4.2;4.1
2918357;4.8;4.7
2918407;4.2;4.3
2918456;3.7;4.0
2918506;;4.1
2918555;3.3;4.3
2918605;4.4;4.9
2918704;3.8;5.1
2918753;3.5;4.2
2918803;4.2;5.2
2918902;;5.6
2919009;4.3;4.5
2919058;4.3;4.4
2919108;3.4;3.8
2919157;3.9;4.5
2919207;3.8;4.4
2919306;4.0;4.5
2919405;6.0;4.7
2930600;;4.1
2919504;4.4;5.4
2919553;4.7;4.7
2919603;2.8;4.3
2919702;4.7;4.9
2919801;4.8;5.2
2919900;3.9;4.3
2919926;;4.3
2919959;;4.4
2920007;3.6;4.2
2920106;3.3;4.5
2920205;4.2;4.3
2920304;4.7;4.5
2920403;3.6;4.6
2920452;;4.8
2920502;4.1;4.6
2920601;3.4;4.1
2920700;3.8;4.5
2920809;4.0;4.4
2920908;3.4;4.0
2921005;4.8;4.3
2921054;4.1;4.1
2921104;4.1;4.7
2921203;3.3;4.5
2921302;4.0;4.8
2921401;;4.1
2921450;4.2;4.7
2921500;3.4;4.5
2921609;3.1;3.9
2921708;3.9;4.5
2921807;4.6;4.6
2921906;4.3;4.9
2922003;3.9;4.3
2922052;3.9;4.8
2922102;4.7;4.5
2922201;4.5;4.5
2922250;4.5;4.5
2922300;3.1;4.1
2922409;3.0;4.6
2922508;4.4;4.1
2922607;3.3;4.0
2922656;3.6;4.6
2922706;3.5;4.6
2922730;;4.8
2922755;3.7;4.5
2922805;3.8;4.3
2922854;;4.4
2922904;3.1;3.9
2923001;3.9;4.3
2923035;6.0;4.8
2923050;3.2;3.7
2923100;3.5;3.8
2923209;4.0;4.1
2923308;3.5;4.5
2923357;3.5;4.3
2923407;3.1;4.3
2923506;3.4;4.9
2923605;4.6;5.0
2923704;4.0;4.6
2923803;4.1;4.0
2923902;3.2;4.1
2924009;4.7;4.2
2924058;4.0;5.2
2924108;2.9;4.4
2924207;3.6;4.0
2924306;4.7;5.0
2924405;3.3;4.2
2924504;3.6;4.3
2924603;3.3;4.6
2924652;4.1;5.1
2924678;3.0;4.4
2924702;5.3;4.5
2924801;3.4;4.4
2924900;4.0;4.4
2925006;3.5;4.4
2925105;4.1;4.7
2925204;3.7;4.3
2925253;3.8;4.6
2925303;3.6;4.5
2925402;3.6;4.2
2925501;3.7;4.4
2925600;3.9;4.9
2925709;;4.9
2925758;3.6;4.2
2925808;;3.8
2925907;3.2;4.1
2925931;5.0;4.0
2925956;4.0;4.0
2926004;3.7;4.3
2926103;3.7;4.7
2926202;3.9;4.7
2926301;3.6;4.3
2926400;4.8;4.7
2926509;4.4;4.5
2926608;4.7;4.6
2926657;3.1;4.4
2926707;4.5;5.3
2926806;4.0;4.8
2926905;3.7;4.3
2927002;3.3;4.8
2927101;3.8;5.6
2927200;3.6;4.2
2927309;3.8;4.3
2927408;3.7;4.5
2927507;3.0;4.2
2927606;4.3;4.3
2927705;3.7;4.6
2927804;4.1;4.8
2927903;4.4;4.3
2928000;3.9;4.4
2928059;2.9;4.4
2928109;3.9;4.5
2928208;3.7;5.1
2928307;3.1;4.2
2928406;4.1;4.1
2928505;4.4;4.5
2928604;2.9;4.2
2928703;3.9;4.7
2928802;3.3;4.4
2928901;3.8;4.6
2928950;4.2;5.0
2929008;3.3;4.1
2929057;4.5;4.4
2929107;3.2;4.1
2929206;3.0;4.3
2929255;3.8;4.4
2929305;3.3;4.7
2929354;2.9;4.1
2929370;3.6;4.5
2929404;3.6;4.4
2929503;3.8;4.3
2929602;3.7;4.4
2929701;3.8;4.2
2929750;3.8;4.1
2929800;4.3;4.1
2929909;4.9;4.9
2930006;5.1;4.3
2930105;3.6;4.8
2930154;;4.8
2930204;3.2;4.4
2930303;4.0;4.6
2930402;3.5;4.3
2930501;3.3;4.2
2930709;3.1;4.3
2930758;3.9;4.6
2930766;;4.4
2930774;4.4;4.2
2930808;4.5;5.0
2930907;3.7;5.1
2931004;;4.3
2931053;4.5;4.7
2931103;2.9;4.1
2931202;3.4;4.7
2931301;4.3;4.5
2931350;4.0;4.8
2931400;3.6;3.8
2931509;3.6;4.3
2931608;3.8;4.3
2931707;2.9;4.3
2931806;4.0;4.4
2931905;3.6;4.4
2932002;4.0;4.5
2932101;3.5;4.4
2932200;4.2;4.7
2932309;2.9;4.0
2932408;4.4;4.8
2932457;3.6;4.0
2932507;;4.4
2932606;;4.4
2932705;2.9;4.3
2932804;4.2;4.2
2932903;3.5;4.5
2933000;4.1;4.1
2933059;2.9;3.8
2933109;3.4;4.1
2933158;3.8;4.1
2933174;4.1;4.4
2933208;3.5;4.1
2933257;4.5;4.2
2933307;4.5;4.4
2933406;4.4;4.7
2933455;3.9;4.3
2933505;3.4;4.2
2933604;3.8;4.0
3100104;5.6;5.7
3100203;4.9;5.1
3100302;5.2;5.5
3100401;4.4;5.7
3100500;4.5;4.5
3100609;4.3;4.6
3100708;4.7;5.2
3100807;4.6;5.4
3100906;4.5;4.8
3101003;4.3;4.7
3101102;4.8;4.7
3101201;5.1;6.0
3101300;5.2;6.1
3101409;;5.3
3101508;4.0;4.7
3101607;4.9;5.5
3101631;5.0;6.0
3101706;3.9;4.6
3101805;3.7;4.7
3101904;5.3;6.0
3102001;5.4;5.2
3102050;5.5;5.1
3102100;5.1;5.6
3102209;3.7;4.8
3102308;4.0;5.5
3102407;3.9;4.2
3102506;;4.6
3102605;5.5;6.1
3102704;4.7;5.0
3102803;4.5;5.5
3102852;4.6;4.8
3102902;5.1;5.8
3103009;4.5;4.9
3103108;3.9;6.1
3103207;4.5;5.3
3103306;4.1;6.1
3103405;4.3;4.8
3103504;5.1;5.6
3103603;5.2;5.8
3103702;4.7;5.0
3103751;5.0;5.0
3103801;5.4;5.9
3103900;5.0;5.6
3104007;5.3;6.0
3104106;4.5;5.4
3104205;5.5;6.1
3104304;5.6;6.1
3104403;3.9;6.0
3104452;5.0;4.6
3104502;4.6;5.2
3104601;4.7;5.8
3104700;3.9;4.8
3104809;4.9;5.6
3104908;5.1;5.9
3105004;4.8;5.6
3105103;4.6;5.1
3105202;4.2;4.6
3105301;5.4;5.5
3105400;4.5;5.0
3105509;4.6;4.4
3105608;5.2;5.8
3105707;3.8;4.5
3105905;4.7;5.0
3106002;4.8;3.7
3106101;;3.6
3106200;4.7;5.3
3106309;4.9;5.5
3106408;;4.6
3106507;5.4;5.6
3106606;3.9;5.4
3106655;4.4;5.4
3106705;5.1;5.5
3106804;4.7;6.2
3106903;4.5;5.8
3107000;4.4;5.2
3107109;4.8;5.7
3107208;4.1;4.5
3107307;4.3;5.0
3107406;4.9;4.8
3107505;4.6;5.8
3107604;5.0;6.3
3107703;4.5;5.4
3107802;4.5;4.6
3107901;4.6;5.1
3108008;5.1;5.6
3108107;5.1;5.3
3108206;5.0;5.0
3108255;4.1;4.0
3108305;4.9;5.6
3108404;5.2;5.8
3108503;4.4;4.8
3108552;4.2;5.0
3108602;4.8;4.7
3108701;5.3;5.1
3108800;4.4;5.2
3108909;4.7;5.4
3109006;5.3;5.6
3109105;5.1;5.9
3109204;4.9;5.5
3109253;5.1;4.7
3109303;4.3;5.3
3109402;3.9;4.8
3109451;4.1;4.8
3109501;4.9;5.8
3109600;4.5;6.0
3109709;5.8;6.2
3109808;5.4;6.0
3109907;4.8;5.3
3110004;4.7;6.0
3110103;4.6;5.1
3110202;4.3;6.1
3110301;5.4;6.2
3110400;5.8;6.0
3110509;4.6;5.5
3110608;5.0;5.6
3110707;4.7;5.1
3110806;4.0;4.2
3110905;4.8;5.1
3111002;4.9;5.2
3111101;5.2;5.4
3111150;4.6;5.0
3111200;5.2;5.1
3111309;5.1;5.0
3111408;3.7;6.0
3111507;4.1;5.6
3111606;4.7;6.1
3111705;4.4;4.9
3111804;4.4;5.0
3111903;5.4;5.2
3112000;5.2;5.2
3112059;4.5;4.6
3112109;4.5;4.8
3112208;5.0;5.6
3112307;5.2;4.9
3112406;4.9;5.8
3112505;3.9;4.6
3112604;4.6;5.3
3112653;3.9;4.7
3112703;3.8;4.7
3112802;5.2;6.1
3112901;3.6;4.9
3113008;3.7;4.3
3113107;5.0;4.3
3113206;5.1;5.4
3113305;3.8;5.1
3113404;4.6;5.0
3113503;4.0;5.2
3113602;4.5;4.7
3113701;3.8;4.7
3113800;5.0;5.5
3113909;4.0;5.1
3114006;4.9;5.2
3114105;4.2;5.4
3114204;4.7;5.3
3114303;5.3;5.5
3114402;4.9;6.2
3114501;5.1;6.0
3114550;4.1;5.5
3114600;5.4;5.8
3114709;5.8;5.9
3114808;4.8;5.8
3114907;5.0;5.4
3115003;5.6;5.9
3115102;4.5;5.7
3115201;5.1;5.5
3115300;4.4;5.7
3115359;5.1;5.0
3115409;4.8;5.2
3115458;3.0;4.3
3115474;4.5;5.0
3115508;4.2;5.2
3115607;;6.2
3115706;4.9;4.5
3115805;4.6;5.4
3115904;4.8;4.6
3116001;4.7;5.4
3116100;4.9;5.3
3116159;4.7;4.9
3116209;4.9;5.7
3116308;;5.0
3116407;;5.9
3116506;4.1;5.5
3116605;5.6;5.9
3116704;5.0;5.9
3116803;4.9;5.0
3116902;4.6;5.4
3117009;4.1;4.4
3117108;5.5;6.2
3117207;5.1;5.8
3117306;4.8;5.4
3117405;4.6;5.9
3117504;4.1;5.0
3117603;4.1;5.3
3117702;3.6;5.1
3117801;5.5;5.7
3117836;4.4;4.6
3117876;4.7;5.2
3117900;4.9;5.9
3118007;4.9;5.5
3118106;3.8;4.6
3118205;4.2;5.2
3118304;5.1;5.6
3118403;4.8;4.7
3118502;4.6;5.8
3118601;4.7;5.4
3118700;5.0;5.1
3118809;4.8;5.2
3118908;4.6;5.8
3119005;5.0;5.6
3119104;4.7;5.5
3119203;4.7;5.3
3119302;5.5;5.6
3119401;4.9;5.0
3119500;4.6;5.0
3119609;5.2;5.0
3119708;5.4;6.2
3119807;4.9;4.2
3119906;6.2;5.0
3119955;5.2;5.4
3120003;5.0;5.7
3120102;4.9;5.4
3120151;3.7;4.5
3120201;5.7;4.9
3120300;4.3;4.4
3120409;4.1;5.0
3120508;;5.3
3120607;4.9;5.0
3120706;5.5;5.8
3120805;5.2;5.1
3120839;5.1;4.6
3120870;3.8;4.5
3120904;4.6;5.0
3121001;4.8;4.9
3121100;5.3;6.3
3121209;4.1;5.9
3121258;4.9;5.0
3121308;5.1;5.4
3121407;5.0;5.3
3121506;5.3;6.0
3121605;4.5;4.8
3121704;4.5;4.8
3121803;5.4;5.9
3121902;4.6;6.2
3122009;4.4;5.4
3122108;3.8;5.1
3122207;4.1;4.8
3122306;5.4;5.6
3122355;4.5;4.5
3122405;4.7;5.4
3122454;4.7;4.5
3122470;5.6;5.1
3122504;4.5;5.6
3122603;5.4;5.0
3122702;5.3;5.9
3122801;6.2;5.9
3122900;5.1;5.8
3142254;;4.9
3123007;4.4;5.4
3123106;4.4;5.7
3123205;4.6;5.8
3123304;5.3;5.9
3123403;5.5;6.3
3123502;5.1;5.9
3123528;4.4;5.4
3123601;4.6;5.8
3123700;4.6;5.1
3123809;4.3;4.3
3123858;5.8;5.0
3123908;5.5;6.0
3124005;4.1;5.5
3124104;4.1;5.2
3124203;4.1;5.4
3124302;4.8;4.7
3124401;4.7;5.7
3124500;5.0;5.9
3124609;4.4;5.9
3124708;5.4;5.5
3124807;5.0;5.7
3124906;4.2;5.5
3125002;4.5;5.1
3125101;5.4;6.0
3125200;5.0;4.6
3125309;4.0;5.1
3125408;5.0;4.6
3125507;5.3;4.9
3125606;4.4;4.7
3125705;4.5;5.0
3125804;3.8;4.4
3125903;4.4;5.1
3125952;4.3;5.6
3126000;5.0;5.5
3126109;5.0;5.9
3126208;4.7;4.8
3126307;4.8;5.4
3126406;5.4;6.3
3126505;4.9;5.1
3126604;4.3;5.2
3126703;4.4;4.8
3126752;4.0;4.4
3126802;3.8;4.6
3126901;3.5;4.5
3126950;4.8;5.1
3127008;4.2;4.6
3127057;4.3;4.1
3127073;4.6;4.4
3127107;4.6;5.6
3127206;4.3;4.7
3127305;;5.2
3127339;3.7;5.3
3127354;4.0;5.3
3127370;;5.0
3127388;4.0;5.6
3127404;4.6;5.2
3127503;3.9;4.4
3127602;5.1;6.2
3127701;4.6;4.7
3127800;4.7;4.5
3127909;5.2;5.5
3128006;4.8;5.0
3128105;5.3;5.3
3128204;4.6;5.3
3128253;3.9;4.7
3128303;4.9;5.8
3128402;5.1;6.1
3128501;;5.8
3128600;4.2;4.5
3128709;4.7;5.9
3128808;4.1;5.9
3128907;4.7;5.4
3129004;5.3;5.8
3129103;4.3;5.0
3129202;4.7;5.1
3129301;4.4;4.9
3129400;4.2;5.6
3129509;4.4;5.4
3129608;3.7;4.6
3129657;5.1;4.3
3129707;4.6;5.5
3129806;4.5;5.3
3129905;5.6;6.4
3130002;4.3;6.0
3130051;4.1;4.2
3130101;4.4;5.2
3130200;5.2;5.3
3130309;4.6;5.5
3130408;4.7;5.4
4202131;;5.3
3130507;5.3;5.3
3130556;4.6;5.2
3130606;4.4;5.8
3130655;4.8;5.0
3130705;4.8;4.6
3130804;4.5;5.4
3130903;5.4;5.3
3131000;4.4;5.5
3131109;4.5;5.1
3131158;4.8;4.7
3131208;5.3;5.1
3131307;5.3;5.3
3131406;4.2;5.6
3131505;4.9;5.4
3131604;4.7;4.9
3131703;4.8;5.3
3131802;4.2;4.6
3131901;4.8;5.6
3132008;5.8;5.4
3132107;4.3;5.0
3132206;5.5;5.6
3132305;2.8;4.6
3132404;4.9;5.5
3132503;5.3;5.3
3132602;4.0;5.3
3132701;3.8;4.6
3132800;;6.1
3132909;5.1;5.8
3133006;4.5;5.1
3133105;5.0;5.7
3133204;4.4;4.6
3133303;4.4;4.5
3133402;4.5;6.3
3133501;5.0;5.4
3133600;5.2;5.6
3133709;5.4;5.7
3133758;5.8;4.8
3133808;5.3;5.9
3133907;4.5;5.1
3134004;3.7;4.3
3134103;4.7;5.8
3134202;4.7;5.8
3134301;4.2;6.0
3134400;5.0;5.1
3134509;;5.1
3134608;4.4;4.8
3134707;3.4;5.1
3134806;5.2;6.1
3134905;5.3;5.5
3135001;4.7;5.4
3135050;4.4;4.7
3135076;3.6;4.6
3135100;4.6;5.2
3135209;4.3;4.5
3135308;6.2;6.1
3135357;4.4;4.5
3135407;4.8;5.6
3135456;5.0;4.5
3135506;4.0;4.9
3135605;4.2;5.0
3135704;4.6;5.0
3135803;4.0;5.2
3135902;4.8;5.4
3136009;4.4;4.8
3136108;5.1;5.2
3136207;4.9;5.4
3136306;4.9;5.5
3136405;4.7;5.6
3136504;4.4;5.2
3136520;5.2;4.7
3136553;5.1;5.0
3136579;3.9;4.5
3136603;4.3;5.1
3136652;5.2;5.6
3136702;4.2;5.2
3136801;3.9;4.3
3136900;5.7;6.0
3136959;4.3;4.3
3137007;3.4;4.0
3137106;5.1;6.3
3137205;5.1;5.6
3137304;4.3;5.3
3137403;5.6;6.0
3137502;5.5;6.1
3137536;4.5;5.4
3137601;4.2;5.4
3137700;4.2;5.5
3137809;5.5;5.6
3137908;4.7;5.7
3138005;4.5;5.6
3138104;4.8;5.0
3138203;4.9;5.4
3138302;4.2;4.7
3138351;5.8;6.0
3138401;4.3;4.8
3138500;4.6;5.2
3138609;4.5;6.1
3138625;4.8;5.0
3138658;4.8;4.7
3138674;4.8;5.1
3138682;4.8;4.2
3138708;5.3;5.2
3138807;4.8;4.9
3138906;4.3;4.7
3139003;4.5;5.4
3139102;4.8;5.6
3139201;4.2;4.7
3139250;4.3;5.2
3139300;3.6;5.0
3139409;4.5;4.7
3139508;4.4;5.3
3139607;5.3;5.2
3139706;4.6;5.4
3139805;4.2;5.5
3139904;4.5;5.7
3140001;4.5;4.9
3140100;4.6;5.1
3140159;3.5;5.4
3140209;4.6;6.3
3140308;4.9;4.9
3140407;5.5;5.4
3140506;4.6;5.1
3140530;;5.4
3140555;4.2;4.5
3140605;4.2;5.5
3140704;4.6;5.6
3140803;4.0;5.2
3140852;3.8;4.9
3140902;4.6;4.6
3141009;5.0;5.1
3141108;4.2;5.2
3141207;;5.5
3141306;5.6;6.4
3141405;4.5;4.3
3141504;5.4;5.1
3141603;3.9;5.5
3141702;4.4;5.4
3141801;5.1;5.2
3141900;4.6;6.2
3142007;4.8;4.7
3142106;5.6;5.2
3142205;4.7;4.6
3142304;4.2;5.4
